37 90 52 99 3 | 합: 281 | 평균: 56.20
67 81 82 44 60 | 합: 334 | 평균: 66.80
93 58 9 69 19 | 합: 248 | 평균: 49.60
62 23 46 27 47 | 합: 205 | 평균: 41.00
76 85 79 96 98 | 합: 434 | 평균: 86.80
25 90 38 16 5 | 합: 174 | 평균: 34.80
85 53 6 96 52 | 합: 292 | 평균: 58.40
72 8 69 73 8 | 합: 230 | 평균: 46.00
56 98 44 82 79 | 합: 359 | 평균: 71.80
1 17 91 47 91 | 합: 247 | 평균: 49.40
19 75 7 31 3 | 합: 135 | 평균: 27.00
41 89 100 87 37 | 합: 354 | 평균: 70.80
35 14 18 46 64 | 합: 177 | 평균: 35.40
40 28 47 24 81 | 합: 220 | 평균: 44.00
92 90 47 56 87 | 합: 372 | 평균: 74.40
1 48 85 45 93 | 합: 272 | 평균: 54.40
85 4 69 77 46 | 합: 281 | 평균: 56.20
76 81 28 76 50 | 합: 311 | 평균: 62.20
48 70 80 37 37 | 합: 272 | 평균: 54.40
80 20 25 79 47 | 합: 251 | 평균: 50.20
27 96 32 72 25 | 합: 252 | 평균: 50.40
62 18 28 62 84 | 합: 254 | 평균: 50.80
77 80 10 49 46 | 합: 262 | 평균: 52.40
19 80 62 62 68 | 합: 291 | 평균: 58.20
94 91 60 55 53 | 합: 353 | 평균: 70.60
90 67 82 62 59 | 합: 360 | 평균: 72.00
26 68 63 71 78 | 합: 306 | 평균: 61.20
7 29 61 4 4 | 합: 105 | 평균: 21.00
95 70 21 34 58 | 합: 278 | 평균: 55.60
97 84 42 84 35 | 합: 342 | 평균: 68.40
63 45 23 61 39 | 합: 231 | 평균: 46.20
49 86 29 90 19 | 합: 273 | 평균: 54.60
100 25 79 51 37 | 합: 292 | 평균: 58.40
66 36 90 100 34 | 합: 326 | 평균: 65.20
99 38 19 66 56 | 합: 278 | 평균: 55.60
92 94 98 94 52 | 합: 430 | 평균: 86.00
12 63 80 96 66 | 합: 317 | 평균: 63.40
18 15 79 67 78 | 합: 257 | 평균: 51.40
2 11 72 16 35 | 합: 136 | 평균: 27.20
50 24 77 39 82 | 합: 272 | 평균: 54.40
69 71 75 11 73 | 합: 299 | 평균: 59.80
49 19 27 11 50 | 합: 156 | 평균: 31.20
46 2 17 52 53 | 합: 170 | 평균: 34.00
47 49 38 38 70 | 합: 242 | 평균: 48.40
92 6 22 51 77 | 합: 248 | 평균: 49.60
67 44 30 42 100 | 합: 283 | 평균: 56.60
34 21 1 39 98 | 합: 193 | 평균: 38.60
58 44 3 85 83 | 합: 273 | 평균: 54.60
63 3 11 58 22 | 합: 157 | 평균: 31.40
32 32 47 49 84 | 합: 244 | 평균: 48.80
17 87 75 100 17 | 합: 296 | 평균: 59.20
64 90 30 71 47 | 합: 302 | 평균: 60.40
36 46 59 35 58 | 합: 234 | 평균: 46.80
19 38 37 39 37 | 합: 170 | 평균: 34.00
17 64 12 86 88 | 합: 267 | 평균: 53.40
32 96 49 28 62 | 합: 267 | 평균: 53.40
38 94 11 78 77 | 합: 298 | 평균: 59.60
71 52 48 60 8 | 합: 239 | 평균: 47.80
96 50 43 17 69 | 합: 275 | 평균: 55.00
81 84 82 42 75 | 합: 364 | 평균: 72.80
54 5 64 17 9 | 합: 149 | 평균: 29.80
67 77 79 29 10 | 합: 262 | 평균: 52.40
26 85 54 27 72 | 합: 264 | 평균: 52.80
45 56 53 10 20 | 합: 184 | 평균: 36.80
4 15 95 50 86 | 합: 250 | 평균: 50.00
15 51 70 11 16 | 합: 163 | 평균: 32.60
85 23 96 41 8 | 합: 253 | 평균: 50.60
67 21 76 31 82 | 합: 277 | 평균: 55.40
10 44 15 76 11 | 합: 156 | 평균: 31.20
62 41 18 75 97 | 합: 293 | 평균: 58.60
67 28 46 47 6 | 합: 194 | 평균: 38.80
65 79 1 100 12 | 합: 257 | 평균: 51.40
20 95 1 53 13 | 합: 182 | 평균: 36.40
37 34 4 96 38 | 합: 209 | 평균: 41.80
30 2 98 55 22 | 합: 207 | 평균: 41.40
35 81 52 61 41 | 합: 270 | 평균: 54.00
87 76 36 14 10 | 합: 223 | 평균: 44.60
40 63 95 88 93 | 합: 379 | 평균: 75.80
77 95 35 6 73 | 합: 286 | 평균: 57.20
79 32 16 19 35 | 합: 181 | 평균: 36.20
78 31 65 36 45 | 합: 255 | 평균: 51.00
5 32 57 96 89 | 합: 279 | 평균: 55.80
84 86 85 29 38 | 합: 322 | 평균: 64.40
83 40 42 55 13 | 합: 233 | 평균: 46.60
73 48 69 99 41 | 합: 330 | 평균: 66.00
17 92 23 39 47 | 합: 218 | 평균: 43.60
58 65 56 13 72 | 합: 264 | 평균: 52.80
28 28 75 85 43 | 합: 259 | 평균: 51.80
18 29 30 22 6 | 합: 105 | 평균: 21.00
57 74 19 33 75 | 합: 258 | 평균: 51.60
26 99 3 22 29 | 합: 179 | 평균: 35.80
91 5 80 38 76 | 합: 290 | 평균: 58.00
31 96 4 3 62 | 합: 196 | 평균: 39.20
81 26 81 84 23 | 합: 295 | 평균: 59.00
11 42 100 64 5 | 합: 222 | 평균: 44.40
78 34 100 96 19 | 합: 327 | 평균: 65.40
41 7 78 39 95 | 합: 260 | 평균: 52.00
94 23 12 58 62 | 합: 249 | 평균: 49.80
81 62 53 54 27 | 합: 277 | 평균: 55.40
21 83 37 10 61 | 합: 212 | 평균: 42.40
